key|S_Kr|S_En|S_Beon|S_Esp|S_Deu|S_Idn|S_Tha|S_Fr|S_Gan|S_Rus
78039|그렇습니다. 크리스티나 사령관에게 전해 들으셨겠지만, 여러분은 예전처럼 각 단계별로 강해지는 훈련 레벨을 경험할 것입니다. 그리고 거기서 생과 사가 걸린 전투를 경험하겠죠|Yes, just like you have been informed by Commander Christina, you will be experiencing different combat levels growing strong stage by stage. Combat between life and death.|Yes, just like you have been informed by Commander Christina, you will be experiencing different combat levels growing strong stage by stage. Combat between life and death.|Yes, just like you have been informed by Commander Christina, you will be experiencing different combat levels growing strong stage by stage. Combat between life and death.|Yes, just like you have been informed by Commander Christina, you will be experiencing different combat levels growing strong stage by stage. Combat between life and death.|Yes, just like you have been informed by Commander Christina, you will be experiencing different combat levels growing strong stage by stage. Combat between life and death.|Yes, just like you have been informed by Commander Christina, you will be experiencing different combat levels growing strong stage by stage. Combat between life and death.|Yes, just like you have been informed by Commander Christina, you will be experiencing different combat levels growing strong stage by stage. Combat between life and death.|Yes, just like you have been informed by Commander Christina, you will be experiencing different combat levels growing strong stage by stage. Combat between life and death.|Yes, just like you have been informed by Commander Christina, you will be experiencing different combat levels growing strong stage by stage. Combat between life and death.
78040|말이 좀 무서운걸? |That sounds scary.|That sounds scary.|That sounds scary.|That sounds scary.|That sounds scary.|That sounds scary.|That sounds scary.|That sounds scary.|That sounds scary.
78041|물론 아시다시피 이곳에서의 죽음은 현실 세계의 죽음과 다릅니다.|But as you know, death here is different from the real world.|But as you know, death here is different from the real world.|But as you know, death here is different from the real world.|But as you know, death here is different from the real world.|But as you know, death here is different from the real world.|But as you know, death here is different from the real world.|But as you know, death here is different from the real world.|But as you know, death here is different from the real world.|But as you know, death here is different from the real world.
78042|윽… 그 기분 너무나 잘 알지. 이번에도 죽으면 아프긴 한 거야? |Ugh… I know that feeling so well. Is it going to hurt again?|Ugh… I know that feeling so well. Is it going to hurt again?|Ugh… I know that feeling so well. Is it going to hurt again?|Ugh… I know that feeling so well. Is it going to hurt again?|Ugh… I know that feeling so well. Is it going to hurt again?|Ugh… I know that feeling so well. Is it going to hurt again?|Ugh… I know that feeling so well. Is it going to hurt again?|Ugh… I know that feeling so well. Is it going to hurt again?|Ugh… I know that feeling so well. Is it going to hurt again?
78043|네. 그 부분은 수정할 수도 있었지만 크리스티나 사령관의 뜻에 따라 그대로 두었습니다. |Yes, that can be amended but Commander Christina asked to keep as it is.|Yes, that can be amended but Commander Christina asked to keep as it is.|Yes, that can be amended but Commander Christina asked to keep as it is.|Yes, that can be amended but Commander Christina asked to keep as it is.|Yes, that can be amended but Commander Christina asked to keep as it is.|Yes, that can be amended but Commander Christina asked to keep as it is.|Yes, that can be amended but Commander Christina asked to keep as it is.|Yes, that can be amended but Commander Christina asked to keep as it is.|Yes, that can be amended but Commander Christina asked to keep as it is.
78044|사령관이? |Did she?|Did she?|Did she?|Did she?|Did she?|Did she?|Did she?|Did she?|Did she?
78045|네. 아무리 연습이라 하더라도 죽음의 감각을 느끼는 것은 중요하다고 하셨습니다. 왜인지는 모르겠지만. |She told that feeling the sense of death is important even when it's a practice, but I don't know the exact reason.|She told that feeling the sense of death is important even when it's a practice, but I don't know the exact reason.|She told that feeling the sense of death is important even when it's a practice, but I don't know the exact reason.|She told that feeling the sense of death is important even when it's a practice, but I don't know the exact reason.|She told that feeling the sense of death is important even when it's a practice, but I don't know the exact reason.|She told that feeling the sense of death is important even when it's a practice, but I don't know the exact reason.|She told that feeling the sense of death is important even when it's a practice, but I don't know the exact reason.|She told that feeling the sense of death is important even when it's a practice, but I don't know the exact reason.|She told that feeling the sense of death is important even when it's a practice, but I don't know the exact reason.
78046|그래. 그것 역시 전장에서 표시할 수 없는 수치 중 하나니까. |I see. That's also one of the things we can't measure in the battlefield.|I see. That's also one of the things we can't measure in the battlefield.|I see. That's also one of the things we can't measure in the battlefield.|I see. That's also one of the things we can't measure in the battlefield.|I see. That's also one of the things we can't measure in the battlefield.|I see. That's also one of the things we can't measure in the battlefield.|I see. That's also one of the things we can't measure in the battlefield.|I see. That's also one of the things we can't measure in the battlefield.|I see. That's also one of the things we can't measure in the battlefield.
78047|아이. 이것이 첫 단계라면 다음 단계도 있다는 이야기겠죠? |Aye, if this is the first stage, that means there's a next one I guess?|Aye, if this is the first stage, that means there's a next one I guess?|Aye, if this is the first stage, that means there's a next one I guess?|Aye, if this is the first stage, that means there's a next one I guess?|Aye, if this is the first stage, that means there's a next one I guess?|Aye, if this is the first stage, that means there's a next one I guess?|Aye, if this is the first stage, that means there's a next one I guess?|Aye, if this is the first stage, that means there's a next one I guess?|Aye, if this is the first stage, that means there's a next one I guess?
78048|물론입니다. 그리고 단계를 넘으면 넘을수록… 적은 강해집니다. |Of course, and as you pass the stages… enemies will get stronger.|Of course, and as you pass the stages… enemies will get stronger.|Of course, and as you pass the stages… enemies will get stronger.|Of course, and as you pass the stages… enemies will get stronger.|Of course, and as you pass the stages… enemies will get stronger.|Of course, and as you pass the stages… enemies will get stronger.|Of course, and as you pass the stages… enemies will get stronger.|Of course, and as you pass the stages… enemies will get stronger.|Of course, and as you pass the stages… enemies will get stronger.
78049|군인으로서 당연히 겪어야 할 일이죠. |I think that's obvious for a soldier.|I think that's obvious for a soldier.|I think that's obvious for a soldier.|I think that's obvious for a soldier.|I think that's obvious for a soldier.|I think that's obvious for a soldier.|I think that's obvious for a soldier.|I think that's obvious for a soldier.|I think that's obvious for a soldier.
78050|그렇게 말씀해주시니 감사합니다. 저 역시 여러분을 고통에 빠뜨리고 싶진 않거든요. |Thank you for saying that. I don't want you to suffer as well.|Thank you for saying that. I don't want you to suffer as well.|Thank you for saying that. I don't want you to suffer as well.|Thank you for saying that. I don't want you to suffer as well.|Thank you for saying that. I don't want you to suffer as well.|Thank you for saying that. I don't want you to suffer as well.|Thank you for saying that. I don't want you to suffer as well.|Thank you for saying that. I don't want you to suffer as well.|Thank you for saying that. I don't want you to suffer as well.
