key|EBSS_Kr|EBSS_En|EBSS_Beon|EBSS_Esp|EBSS_Deu|EBSS_Idn|EBSS_Tha|EBSS_Fr|EBSS_Gan|EBSS_Rus
10520151|그렇게 경쟁하듯이 뛰지 않아도 괜찮은데……\n기다리세요, 아뉴.|It's not a competition, you don't have to run……\nWait, Aneu!|It's not a competition, you don't have to run……\nWait, Aneu!|It's not a competition, you don't have to run……\nWait, Aneu!|It's not a competition, you don't have to run……\nWait, Aneu!|It's not a competition, you don't have to run……\nWait, Aneu!|It's not a competition, you don't have to run……\nWait, Aneu!|It's not a competition, you don't have to run……\nWait, Aneu!|It's not a competition, you don't have to run……\nWait, Aneu!|It's not a competition, you don't have to run……\nWait, Aneu!
10520152|나도 갈래. 코코도 간대.\n발큐리아 부대는 세계 평화를 위해 싸울 거야.|I'm coming too. And Koko as well.\nValkyrie troop will fight for world peace.|I'm coming too. And Koko as well.\nValkyrie troop will fight for world peace.|I'm coming too. And Koko as well.\nValkyrie troop will fight for world peace.|I'm coming too. And Koko as well.\nValkyrie troop will fight for world peace.|I'm coming too. And Koko as well.\nValkyrie troop will fight for world peace.|I'm coming too. And Koko as well.\nValkyrie troop will fight for world peace.|I'm coming too. And Koko as well.\nValkyrie troop will fight for world peace.|I'm coming too. And Koko as well.\nValkyrie troop will fight for world peace.|I'm coming too. And Koko as well.\nValkyrie troop will fight for world peace.
10520153|2소대와 2소대 멤버가 사령부로 달려간다.\n그녀들의 표정은 평소와는 달리 진지했다.|The 2nd troop and its members are running into the Headquarter.\nThe atmosphere felt somewhat different from usual.|The 2nd troop and its members are running into the Headquarter.\nThe atmosphere felt somewhat different from usual.|The 2nd troop and its members are running into the Headquarter.\nThe atmosphere felt somewhat different from usual.|The 2nd troop and its members are running into the Headquarter.\nThe atmosphere felt somewhat different from usual.|The 2nd troop and its members are running into the Headquarter.\nThe atmosphere felt somewhat different from usual.|The 2nd troop and its members are running into the Headquarter.\nThe atmosphere felt somewhat different from usual.|The 2nd troop and its members are running into the Headquarter.\nThe atmosphere felt somewhat different from usual.|The 2nd troop and its members are running into the Headquarter.\nThe atmosphere felt somewhat different from usual.|The 2nd troop and its members are running into the Headquarter.\nThe atmosphere felt somewhat different from usual.
10520154| To Be Continued| To Be Continued| To Be Continued| To Be Continued| To Be Continued| To Be Continued| To Be Continued| To Be Continued| To Be Continued| To Be Continued
10520155|마을이 흔적도 없이 사라졌어……|The town is all gone……|The town is all gone……|The town is all gone……|The town is all gone……|The town is all gone……|The town is all gone……|The town is all gone……|The town is all gone……|The town is all gone……
10520156|저희가 언제 왔더라도 결과는 마찬가지였을 거예요.\n수십 시간 전에 완파됐다고 하네요.|The result would be the same disregards to our arrival.\nI heard that this place has been fully destroyed a few hours ago.|The result would be the same disregards to our arrival.\nI heard that this place has been fully destroyed a few hours ago.|The result would be the same disregards to our arrival.\nI heard that this place has been fully destroyed a few hours ago.|The result would be the same disregards to our arrival.\nI heard that this place has been fully destroyed a few hours ago.|The result would be the same disregards to our arrival.\nI heard that this place has been fully destroyed a few hours ago.|The result would be the same disregards to our arrival.\nI heard that this place has been fully destroyed a few hours ago.|The result would be the same disregards to our arrival.\nI heard that this place has been fully destroyed a few hours ago.|The result would be the same disregards to our arrival.\nI heard that this place has been fully destroyed a few hours ago.|The result would be the same disregards to our arrival.\nI heard that this place has been fully destroyed a few hours ago.
10520157|마을이 완전 쑥대밭이라 잔해가 자꾸 발에 걸려서 거북해.|It's completely devastated and the wreckage under my feet makes me uncomfortable.|It's completely devastated and the wreckage under my feet makes me uncomfortable.|It's completely devastated and the wreckage under my feet makes me uncomfortable.|It's completely devastated and the wreckage under my feet makes me uncomfortable.|It's completely devastated and the wreckage under my feet makes me uncomfortable.|It's completely devastated and the wreckage under my feet makes me uncomfortable.|It's completely devastated and the wreckage under my feet makes me uncomfortable.|It's completely devastated and the wreckage under my feet makes me uncomfortable.|It's completely devastated and the wreckage under my feet makes me uncomfortable.
10520158|게다가 주변이 온통 물바다라 땅이 눅눅하군.\n전진할 때 발이 빠지지 않도록 조심하거라.|And the water all over the ground is making a humid environment.\nCareful not to get stuck in the mud.|And the water all over the ground is making a humid environment.\nCareful not to get stuck in the mud.|And the water all over the ground is making a humid environment.\nCareful not to get stuck in the mud.|And the water all over the ground is making a humid environment.\nCareful not to get stuck in the mud.|And the water all over the ground is making a humid environment.\nCareful not to get stuck in the mud.|And the water all over the ground is making a humid environment.\nCareful not to get stuck in the mud.|And the water all over the ground is making a humid environment.\nCareful not to get stuck in the mud.|And the water all over the ground is making a humid environment.\nCareful not to get stuck in the mud.|And the water all over the ground is making a humid environment.\nCareful not to get stuck in the mud.
10520159|으으으으으으, 물…… 물은 싫어~~!|W, water…… I hate water~~!|W, water…… I hate water~~!|W, water…… I hate water~~!|W, water…… I hate water~~!|W, water…… I hate water~~!|W, water…… I hate water~~!|W, water…… I hate water~~!|W, water…… I hate water~~!|W, water…… I hate water~~!
10520160|그런데 제국병이 전혀 보이지 않아.\n우리랑 숨바꼭질을 하자는 건가?|But I don't see any Imperial soldiers.\nAre they playing hide and seek?|But I don't see any Imperial soldiers.\nAre they playing hide and seek?|But I don't see any Imperial soldiers.\nAre they playing hide and seek?|But I don't see any Imperial soldiers.\nAre they playing hide and seek?|But I don't see any Imperial soldiers.\nAre they playing hide and seek?|But I don't see any Imperial soldiers.\nAre they playing hide and seek?|But I don't see any Imperial soldiers.\nAre they playing hide and seek?|But I don't see any Imperial soldiers.\nAre they playing hide and seek?|But I don't see any Imperial soldiers.\nAre they playing hide and seek?
10520161|기회를 엿보고 있다는 말도 되겠죠.\n샤오이 소대장님 조심하세요.|Or maybe they are playing cat and mouse.\nBe careful, Xiao Yi.|Or maybe they are playing cat and mouse.\nBe careful, Xiao Yi.|Or maybe they are playing cat and mouse.\nBe careful, Xiao Yi.|Or maybe they are playing cat and mouse.\nBe careful, Xiao Yi.|Or maybe they are playing cat and mouse.\nBe careful, Xiao Yi.|Or maybe they are playing cat and mouse.\nBe careful, Xiao Yi.|Or maybe they are playing cat and mouse.\nBe careful, Xiao Yi.|Or maybe they are playing cat and mouse.\nBe careful, Xiao Yi.|Or maybe they are playing cat and mouse.\nBe careful, Xiao Yi.
10520162|대열을 유지하면서 사방에 주의를 기울이면 기습을 당할 일은 없을 거예요.\n비비, 제 옆에 꼭 붙어 있어요.|Keep our formation and pay attention around. At least it will prevent any surprise attack.\nBibi, come stay with me.|Keep our formation and pay attention around. At least it will prevent any surprise attack.\nBibi, come stay with me.|Keep our formation and pay attention around. At least it will prevent any surprise attack.\nBibi, come stay with me.|Keep our formation and pay attention around. At least it will prevent any surprise attack.\nBibi, come stay with me.|Keep our formation and pay attention around. At least it will prevent any surprise attack.\nBibi, come stay with me.|Keep our formation and pay attention around. At least it will prevent any surprise attack.\nBibi, come stay with me.|Keep our formation and pay attention around. At least it will prevent any surprise attack.\nBibi, come stay with me.|Keep our formation and pay attention around. At least it will prevent any surprise attack.\nBibi, come stay with me.|Keep our formation and pay attention around. At least it will prevent any surprise attack.\nBibi, come stay with me.
10520163|응, 평생 붙어있을게♪|Yep, I will stay here forever♪|Yep, I will stay here forever♪|Yep, I will stay here forever♪|Yep, I will stay here forever♪|Yep, I will stay here forever♪|Yep, I will stay here forever♪|Yep, I will stay here forever♪|Yep, I will stay here forever♪|Yep, I will stay here forever♪
10520164|평생은 좀……|Not forever……|Not forever……|Not forever……|Not forever……|Not forever……|Not forever……|Not forever……|Not forever……|Not forever……
10520165|……! 여러분, 저기!|……! Everyone, look over there!|……! Everyone, look over there!|……! Everyone, look over there!|……! Everyone, look over there!|……! Everyone, look over there!|……! Everyone, look over there!|……! Everyone, look over there!|……! Everyone, look over there!|……! Everyone, look over there!
10520166|린다의 말에 반응해 고개를 돌린 순간, 무언가가 아뉴의 옆을 스쳐 지나갔다.|Looking at the direction Linda was yelling at, something flashed by Aneu.|Looking at the direction Linda was yelling at, something flashed by Aneu.|Looking at the direction Linda was yelling at, something flashed by Aneu.|Looking at the direction Linda was yelling at, something flashed by Aneu.|Looking at the direction Linda was yelling at, something flashed by Aneu.|Looking at the direction Linda was yelling at, something flashed by Aneu.|Looking at the direction Linda was yelling at, something flashed by Aneu.|Looking at the direction Linda was yelling at, something flashed by Aneu.|Looking at the direction Linda was yelling at, something flashed by Aneu.
